Ref_Date,GEO,Geographical classification,AGE,SEX,UNIT,Vector,Coordinate,Value
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831715,127.2.1.7,..
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Life expectancy,v53831716,127.2.2.1,18.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Life expectancy,v53831716,127.2.2.1,18.4
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Life expectancy,v53831716,127.2.2.1,18.2
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Life expectancy,v53831716,127.2.2.1,18.5
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831717,127.2.2.2,17.4
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831717,127.2.2.2,17.8
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831717,127.2.2.2,17.6
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831717,127.2.2.2,18.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"High 95% confidence interval, life expectancy",v53831718,127.2.2.3,18.6
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"High 95% confidence interval, life expectancy",v53831718,127.2.2.3,19.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"High 95% confidence interval, life expectancy",v53831718,127.2.2.3,18.7
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,"High 95% confidence interval, life expectancy",v53831718,127.2.2.3,19.1
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the Canada rate (number),v53831719,127.2.2.4,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the Canada rate (number),v53831719,127.2.2.4,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the Canada rate (number),v53831719,127.2.2.4,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the Canada rate (number),v53831719,127.2.2.4,0.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the provincial rate (number),v53831720,127.2.2.5,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the provincial rate (number),v53831720,127.2.2.5,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the provincial rate (number),v53831720,127.2.2.5,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the provincial rate (number),v53831720,127.2.2.5,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the peer group rate (number),v53831721,127.2.2.6,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the peer group rate (number),v53831721,127.2.2.6,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the peer group rate (number),v53831721,127.2.2.6,1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from the peer group rate (number),v53831721,127.2.2.6,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from reference period five years previous (number),v53831722,127.2.2.7,..
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from reference period five years previous (number),v53831722,127.2.2.7,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from reference period five years previous (number),v53831722,127.2.2.7,..
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Males,Statistically different from reference period five years previous (number),v53831722,127.2.2.7,..
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Life expectancy,v53831723,127.2.3.1,22.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Life expectancy,v53831723,127.2.3.1,22.1
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Life expectancy,v53831723,127.2.3.1,21.9
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Life expectancy,v53831723,127.2.3.1,22.1
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831724,127.2.3.2,21.4
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831724,127.2.3.2,21.5
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831724,127.2.3.2,21.3
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831724,127.2.3.2,21.5
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"High 95% confidence interval, life expectancy",v53831725,127.2.3.3,22.6
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"High 95% confidence interval, life expectancy",v53831725,127.2.3.3,22.7
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"High 95% confidence interval, life expectancy",v53831725,127.2.3.3,22.5
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,"High 95% confidence interval, life expectancy",v53831725,127.2.3.3,22.7
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the Canada rate (number),v53831726,127.2.3.4,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the Canada rate (number),v53831726,127.2.3.4,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the Canada rate (number),v53831726,127.2.3.4,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the Canada rate (number),v53831726,127.2.3.4,0.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the provincial rate (number),v53831727,127.2.3.5,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the provincial rate (number),v53831727,127.2.3.5,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the provincial rate (number),v53831727,127.2.3.5,1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the provincial rate (number),v53831727,127.2.3.5,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the peer group rate (number),v53831728,127.2.3.6,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the peer group rate (number),v53831728,127.2.3.6,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the peer group rate (number),v53831728,127.2.3.6,1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from the peer group rate (number),v53831728,127.2.3.6,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from reference period five years previous (number),v53831729,127.2.3.7,..
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from reference period five years previous (number),v53831729,127.2.3.7,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from reference period five years previous (number),v53831729,127.2.3.7,..
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Females,Statistically different from reference period five years previous (number),v53831729,127.2.3.7,..
2000/2002,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Life expectancy,v53831730,128.1.1.1,78.6
2005/2007,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Life expectancy,v53831730,128.1.1.1,78.4
2006/2008,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Life expectancy,v53831730,128.1.1.1,78.1
2007/2009,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Life expectancy,v53831730,128.1.1.1,78.3
2000/2002,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831731,128.1.1.2,77.9
2005/2007,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831731,128.1.1.2,77.7
2006/2008,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831731,128.1.1.2,77.4
2007/2009,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831731,128.1.1.2,77.6
2000/2002,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831732,128.1.1.3,79.2
2005/2007,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831732,128.1.1.3,79.1
2006/2008,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831732,128.1.1.3,78.8
2007/2009,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831732,128.1.1.3,79.0
2000/2002,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831733,128.1.1.4,-1.0
2005/2007,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831733,128.1.1.4,-1.0
2006/2008,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831733,128.1.1.4,-1.0
2007/2009,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831733,128.1.1.4,-1.0
2000/2002,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831734,128.1.1.5,0.0
2005/2007,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831734,128.1.1.5,-1.0
2006/2008,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831734,128.1.1.5,-1.0
2007/2009,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831734,128.1.1.5,-1.0
2000/2002,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831735,128.1.1.6,1.0
2005/2007,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831735,128.1.1.6,0.0
2006/2008,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831735,128.1.1.6,0.0
2007/2009,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831735,128.1.1.6,0.0
2000/2002,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831736,128.1.1.7,..
2005/2007,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831736,128.1.1.7,0.0
2006/2008,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831736,128.1.1.7,..
2007/2009,"Prairie North Regional Health Authority, Saskatchewan",4710-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831736,128.1.1.7,..
